loss,id
1471.21859534,4
1906.42062592,6
8899.2411843,9
5556.9048713,12
741.425963197,15
2368.80774815,17
1946.48387061,21
850.676962246,28
2380.21981565,32
2875.77817122,43
2839.93578622,46
924.015913743,50
1179.11072964,54
1792.38650929,62
2074.31305652,70
5052.41057858,71
1915.51780842,75
2229.69482448,77
2432.22036552,81
2141.70888696,83
1793.7151533,87
1414.67529328,97
1132.24549863,103
1043.67981996,119
1726.71239982,120
929.902274546,127
4090.50685493,138
3913.91512508,141
718.011192995,148
2324.24215125,150
2031.27515834,151
1535.64591975,158
5337.58729584,160
2586.52855626,165
3423.51660367,168
3564.33595473,169
2686.77946356,177
2893.08718146,178
1926.53734735,184
9979.28015799,194
1751.34576646,198
3549.83475251,203
2289.18884149,211
1198.63524491,217
1345.4928841,219
4608.8745738,221
1574.78951202,227
1583.47593625,230
1989.27319981,235
658.395319324,240
2870.08112371,243
6680.39380241,249
2640.97571154,253
1421.86424718,258
1622.77972456,261
3282.90502471,263
2256.99667739,264
4127.86655228,265
1749.03693902,268
1065.10775145,271
5561.5042347,274
678.264772521,275
1375.41572333,279
1526.61001867,282
3012.81921498,286
1130.25041459,288
2058.11351472,294
1052.25891334,296
1247.01985881,297
769.926487119,300
8296.96474204,303
988.380957757,314
4524.63465137,315
2418.90717467,321
4039.9130049,323
3553.72620386,330
1745.0079338,341
3784.66881093,342
1492.43378499,352
3466.55492434,353
5003.31087147,360
2163.87151699,361
4049.27144992,362
1272.78393757,366
3294.34969841,372
2525.89466723,376
2241.14277997,377
1546.39552389,379
3625.72782604,380
1744.48555219,387
1708.51390835,392
9517.04030258,394
1545.70110457,395
1388.32068882,397
5484.89140006,407
8229.0873078,411
2528.82941796,416
1487.27663355,417
3557.02213292,419
5096.9495061,428
1789.91007425,431
7663.51676197,436
1434.17732594,438
6166.33165174,445
6717.04169439,446
1176.3889084,455
1261.34603616,456
885.570723876,461
1741.79848521,463
3693.51793308,464
1612.87286127,466
1372.20990819,467
1204.1312015,470
1424.34843045,475
3084.9134021,482
3251.8579476,490
1675.63490469,496
3883.73971567,497
2723.48927551,508
1766.80184072,510
1861.31577071,512
3270.00981797,513
1667.75993634,523
4280.05819086,531
2292.1408323,532
1291.93909069,533
1132.56287563,537
4471.23962463,544
2560.11141837,547
7551.85580253,556
1309.39459999,565
1118.91876559,566
1334.21790089,571
1507.86474057,573
893.537798162,574
1964.87221891,581
1873.1860756,585
1853.10646513,589
1623.57752314,597
3429.66480639,601
1713.55164226,602
1451.28820874,613
1452.38824031,616
2058.99044999,619
2041.33804705,622
1866.36821947,623
1498.19755897,629
1531.268341,634
952.194516747,638
1030.94045512,642
1889.63298085,643
951.292539407,645
5788.27118478,648
1264.13529739,652
1021.03022943,664
2055.14796258,666
846.253107887,672
1970.56859748,676
3937.62188612,678
1760.00400541,682
2777.80145137,686
2015.07478987,688
1232.66436459,689
1690.69507006,690
10924.7319007,692
1644.20551634,695
4000.29621287,697
2038.19407742,698
2460.08423591,706
1438.82912199,708
2729.96440644,712
4153.2435322,715
1339.08791954,717
3002.13964361,725
1050.54577837,729
1381.48561986,737
5266.79393898,739
3219.69016557,747
2449.00361308,753
1856.07111836,758
2134.32907297,759
1339.01146706,763
4283.90409441,773
1957.06421286,774
1502.4402572,776
2944.59953731,788
2482.65250445,790
995.685901101,794
2732.21364488,801
1402.23935801,802
1169.17979599,805
4881.32145995,809
1469.67438022,812
2126.25446576,825
2075.85331303,828
1475.11039848,830
1173.07261428,833
5726.47851597,850
5448.01146736,852
1321.25650396,862
1330.53375319,863
1357.98088458,864
3321.66901261,865
6505.47166254,868
1466.30865859,872
4934.133444,879
