loss,id
1547.26147762,4
1991.72048463,6
9450.77051855,9
6020.04877352,12
800.29420095,15
2317.58345254,17
2072.03466916,21
853.629900271,28
2524.35876752,32
3126.69869454,43
2944.86884011,46
963.993775475,50
1201.02356655,54
1978.23837851,62
2230.65329823,70
5034.36326146,71
2020.48225357,75
2323.81740955,77
2585.88280277,81
2367.41703349,83
1985.95586832,87
1543.53866337,97
1194.83809448,103
1146.73506358,119
1848.03354629,120
970.313368558,127
4463.42935273,138
3755.12165573,141
662.548519505,148
2454.4482136,150
2114.41083876,151
1555.63515671,158
5475.00510076,160
2563.07063901,165
3617.96344753,168
3896.40995309,169
2739.10019415,177
3044.40756008,178
2027.99919698,184
10012.7244368,194
1805.03553439,198
3389.57638141,203
2442.96956404,211
1244.95120466,217
1409.85973937,219
4926.79869753,221
1799.63328523,227
1643.65751419,230
2114.42670881,235
687.129863435,240
3048.95782996,243
7090.5778313,249
2762.6192414,253
1427.04779143,258
1745.81662659,261
3640.26467791,263
2530.3730697,264
4318.84347456,265
1783.72035714,268
1092.10072537,271
5629.7977062,274
700.026936986,275
1517.01150766,279
1617.49160268,282
3214.10882697,286
1123.44065121,288
1996.59904186,294
1056.08572794,296
1331.7886709,297
800.303893041,300
8547.85481835,303
1050.86207621,314
4531.66300976,315
2513.60879108,321
4017.79619884,323
3962.07201293,330
1939.65525441,341
4294.80225357,342
1609.62139041,352
3481.9445356,353
5467.97546309,360
2358.79971532,361
4234.82871314,362
1377.04380575,366
3392.68038328,372
2706.57441286,376
2353.05684065,377
1642.48200726,379
3657.88808219,380
1830.54168099,387
1893.34550857,392
10316.1113677,394
1575.5679216,395
1492.45653684,397
5461.56769072,407
8556.34773905,411
2500.08397809,416
1560.39133771,417
3934.29405282,419
5628.39808722,428
1850.9571779,431
8376.32685762,436
1549.00936381,438
6627.39866443,445
6845.55767046,446
1267.48827478,455
1303.94551516,456
937.343395352,461
1843.67577614,463
3773.32621368,464
1721.3478267,466
1435.65498695,467
1254.62080569,470
1438.54861158,475
3343.16866618,482
3613.18427899,490
1804.5965288,496
