loss,id
1536.21633542,4
1999.91945411,6
9459.22911015,9
5997.36890163,12
801.829086346,15
2314.31700617,17
2076.8933115,21
852.36007256,28
2527.75840073,32
3146.66745173,43
2969.3808631,46
966.73198327,50
1199.97961985,54
1966.57058562,62
2243.64632022,70
4998.0753748,71
2021.65225793,75
2291.65798037,77
2586.67006058,81
2366.04524789,83
1989.45810286,87
1550.45822562,97
1198.44864941,103
1151.05863192,119
1826.29304797,120
971.708043479,127
4437.5351814,138
3778.36070349,141
673.523996268,148
2455.72238924,150
2122.50962804,151
1560.21955115,158
5433.15915874,160
2604.784978,165
3627.49243771,168
3898.4714195,169
2738.89319243,177
3034.18381174,178
2043.87533415,184
10021.0479088,194
1815.66514626,198
3395.40417153,203
2449.73312194,211
1237.61496764,217
1402.47077489,219
4945.97323537,221
1800.93900123,227
1633.08763244,230
2112.29898424,235
687.126339478,240
3050.24468193,243
7190.17994082,249
2783.1986646,253
1430.61250072,258
1736.91143115,261
3647.35109779,263
2541.07716669,264
4321.93825621,265
1783.37704254,268
1083.02237718,271
5631.85291105,274
697.325248319,275
1505.62561237,279
1626.71877043,282
3212.56972759,286
1114.7027407,288
2004.94627451,294
1044.75727864,296
1334.56975508,297
804.992052421,300
8570.94811249,303
1058.60648226,314
4517.65482187,315
2505.31125161,321
4035.64213485,323
3917.16732714,330
1913.24422306,341
4301.92031848,342
1604.36935354,352
3470.13297223,353
5340.96191344,360
2346.84841483,361
4213.92625176,362
1370.25320866,366
3383.47750974,372
2687.2510342,376
2357.73580455,377
1636.28602085,379
3719.33995794,380
1833.58749518,387
1928.32137756,392
10550.0406567,394
1576.9844154,395
1490.98668944,397
5493.54331274,407
8483.68483187,411
2510.55868638,416
1557.62994029,417
3933.9757696,419
5636.25225883,428
1831.64513685,431
8302.57613453,436
1554.80138753,438
6615.20486904,445
6841.32640981,446
1259.59342744,455
1317.53426857,456
933.044809055,461
1844.79950763,463
3773.8207854,464
1698.91373499,466
1420.39657257,467
1243.30648342,470
1440.2528297,475
3319.76764779,482
3629.95718882,490
1808.07885878,496
4044.73522165,497
2793.29774673,508
1812.67434234,510
1872.83098898,512
3486.46734278,513
1775.29343061,523
4605.43254348,531
2260.31541417,532
1347.18621894,533
1184.50723748,537
4656.59833349,544
2587.65907938,547
7848.97591243,556
1378.74226256,565
1188.08560859,566
1405.94710184,571
1624.82384016,573
935.99705138,574
1975.64663635,581
2098.30525429,585
1875.95107958,589
1644.15935192,597
3665.85274906,601
1791.23067596,602
1555.43977676,613
1461.75158711,616
2167.73112369,619
2167.9960095,622
1946.01002234,623
1598.11174299,629
1534.76473409,634
1011.68775958,638
1090.98525345,642
2072.67167259,643
982.694565805,645
6585.93382603,648
1272.88864311,652
1057.11806381,664
2217.94018578,666
898.466452028,672
2151.75814836,676
4147.6927332,678
1880.90257551,682
2944.36348466,686
2290.43883815,688
1251.42444955,689
1758.34075322,690
11799.0765104,692
1638.06567235,695
3949.70518683,697
2105.21543947,698
2743.83038942,706
1492.81747571,708
3013.2727076,712
4410.71413242,715
1347.00473847,717
3199.03403884,725
1114.19340791,729
1413.77962426,737
5921.79256135,739
3463.1812001,747
2732.66316357,753
2210.48371259,758
2211.29768553,759
1471.76410961,763
4126.39489118,773
2094.31149324,774
1521.23068263,776
3244.30853662,788
2654.3040732,790
1040.66782113,794
2764.23342603,801
1419.24348529,802
1318.05728906,805
5066.19960467,809
1666.38395607,812
2350.19208417,825
2289.74028966,828
1468.07019495,830
1219.90068177,833
5825.63640175,850
6010.25887162,852
1406.09711837,862
1340.60445294,863
1516.23840103,864
3446.4315756,865
6736.03509404,868
1539.78216047,872
5257.32962258,879
1545.21839727,880
1304.80570125,883
1465.80545952,886
1819.46712959,923
1420.49126181,924
1428.39679994,932
5938.10294385,945
6622.0112507,947
2172.01974748,948
3131.36634018,955
4158.9903502,963
1526.19871358,979
1471.78884595,989
3120.12945596,994
1758.78538751,995
1305.09599174,998
4182.59575059,1000
1682.60695977,1018
1745.64519991,1019
1754.04661364,1028
1358.4469075,1034
1612.62316265,1038
1394.93675487,1040
1315.67177358,1042
6988.28373586,1057
2145.22042312,1058
1010.08439759,1063
4263.48761252,1066
4215.46070152,1071
4003.94171788,1073
2912.91844307,1074
2903.65296186,1077
9301.01377625,1080
866.912251235,1088
799.249891479,1096
11905.2357753,1097
5985.54672607,1105
1885.28265094,1115
2999.11708468,1116
2512.08803115,1122
5006.87143797,1130
1002.14001267,1133
1791.77792098,1137
1979.72388405,1140
7318.51477506,1143
5042.18241281,1149
909.754914474,1150
771.30065573,1153
856.168587003,1157
647.565588016,1180
897.892423321,1183
1631.23318226,1188
1094.77707312,1193
777.884488214,1200
4238.57056899,1209
1925.86017007,1214
1993.23904368,1219
5880.76401518,1223
844.707517005,1227
1496.52991912,1228
4832.27485771,1229
952.265285965,1233
6459.57112443,1238
2014.24962422,1239
3271.890135,1241
1790.37315226,1243
1236.37641502,1244
3461.26362288,1245
4169.44477208,1277
3319.3447166,1279
12443.2605379,1292
1429.163943,1293
9829.16311163,1299
2910.00405555,1304
3792.85935135,1313
2145.53482095,1328
1099.70774163,1330
1532.45641557,1334
1331.55087892,1335
5990.55868409,1336
1053.41670195,1341
1142.58106364,1344
843.796435027,1351
2691.07556624,1352
1498.79341183,1354
4134.60624161,1368
1438.7912771,1373
681.578207842,1375
1546.33385492,1381
5006.97519542,1384
4279.2608879,1385
5809.95463772,1388
5532.93133831,1401
2609.43291301,1402
1502.61647651,1404
1485.36373546,1406
1099.82791377,1409
1472.16237747,1422
3195.72070263,1429
5708.73631256,1433
1064.54755854,1438
1195.74596708,1444
1132.9954344,1446
1130.24260781,1450
750.02284677,1451
1793.20829482,1454
2210.16290033,1458
3434.95481795,1461
5989.49466778,1464
1022.48040538,1465
2096.0366672,1478
1694.28575911,1479
2674.78377286,1480
2307.03588924,1484
941.448115543,1486
884.226576994,1488
3427.11509462,1489
1030.55149436,1491
2129.94207449,1507
2093.60106114,1515
2813.12310759,1519
1822.39741817,1528
987.657611285,1529
2913.36609347,1530
1166.38074205,1532
1632.17606683,1541
3247.26195745,1542
1458.03578925,1547
1108.13720231,1549
2251.55862816,1553
3015.34921108,1554
1355.46002004,1555
1572.63999698,1559
1507.01495347,1565
1142.06492633,1568
3454.04649542,1576
995.591815407,1579
919.783660557,1592
3126.70144869,1596
938.942145193,1605
1555.62899514,1607
2220.80884048,1612
2926.46226942,1617
2335.18268841,1619
8040.37002182,1620
2522.93380384,1624
1387.11388672,1627
1728.82427726,1633
1269.62437322,1636
1129.1303759,1639
4642.90110812,1640
1176.51980972,1644
1446.31175048,1646
2435.90919674,1647
1320.1575026,1654
3363.11850444,1655
6149.16508228,1664
2083.13490618,1665
4813.89754969,1667
1167.72766196,1669
2178.21813932,1678
2053.38763034,1682
1035.47836964,1689
2649.36216088,1690
5184.48838094,1693
935.444094555,1695
2223.84545555,1705
2501.93245239,1706
2022.05069928,1708
2028.70405463,1716
8708.97181101,1720
1646.10383579,1722
4043.1325528,1749
1571.66601822,1750
5848.53022254,1751
2847.28529074,1760
4356.99527026,1763
1535.77083439,1770
2039.2331359,1777
5323.52425451,1785
1157.78890227,1791
4219.88619277,1794
1242.53286003,1800
1302.2048721,1816
1064.83503557,1817
3318.60023757,1821
1428.01398472,1836
1598.93082566,1838
2085.00184285,1851
2868.64687767,1852
2372.13657079,1854
828.105622451,1856
776.020659842,1865
1047.9230662,1872
802.161140747,1878
963.002546526,1880
1402.66665228,1881
1901.60289142,1882
884.724639645,1886
1546.39850893,1892
2217.51706581,1894
2437.0479189,1898
2681.74914532,1899
1267.7670624,1902
3857.37428324,1903
1291.65123911,1906
2268.11554864,1910
1763.81096196,1911
3339.0152855,1914
